,Player,Week,FPts,xFP,Diff
297,Julian Hill,All,22.1,22.65,-0.55
193,Grant Stuard,All,0.0,0.56,-0.56
283,Jordan Watkins,All,4.6,5.24,-0.64
313,Kedon Slovis,All,-0.08,0.58,-0.66
181,Feleipe Franks,All,0.4,1.06,-0.66
400,Owen Wright,All,0.6,1.29,-0.69
108,Connor Colby,All,0.9,1.63,-0.73
96,Chris Rodriguez,All,47.5,48.25,-0.75
522,Xavier Gipson,All,2.6,3.35,-0.75
516,Ulysses Bentley,All,0.0,0.75,-0.75
113,Craig Reynolds,All,0.4,1.18,-0.78
426,Riley Leonard,All,0.1,0.93,-0.83
448,Skyy Moore,All,10.5,11.34,-0.84
9,Adrian Martinez,All,-0.1,0.76,-0.86
269,Jimmy Garoppolo,All,-0.3,0.57,-0.87
453,TJ Hockenson,All,79.9,80.84,-0.94
172,Elijah Arroyo,All,37.9,38.9,-1.0
316,Kendall Milton,All,0.2,1.2,-1.0
292,Josh Williams,All,1.1,2.11,-1.01
409,Quinn Ewers,All,2.12,3.13,-1.01
478,Travis Homer,All,-0.2,0.84,-1.04
10,Albert Okwuegbunam,All,8.6,9.66,-1.06
88,Charlie Woerner,All,8.3,9.38,-1.08
128,Dare Ogunbowale,All,9.4,10.48,-1.08
532,Zaire Mitchell,All,3.7,4.8,-1.1
229,Jake Browning,All,56.74,57.85,-1.11
149,DeeJay Dallas,All,0.0,1.12,-1.12
271,Joe Burrow,All,15.86,17.03,-1.17
505,Tyler Huntley,All,23.36,24.58,-1.22
217,Jacardia Wright,All,2.0,3.22,-1.22
536,Zay Jones,All,30.3,31.54,-1.24
48,Braelon Allen,All,16.3,17.56,-1.26
369,Max Brosmer,All,1.58,2.85,-1.27
344,Luke Musgrave,All,25.7,27.01,-1.31
218,Jack Bech,All,17.2,18.54,-1.34
13,Alex Bachman,All,1.9,3.24,-1.34
354,Malik Turner,All,0.0,1.35,-1.35
2,AJ Dillon,All,9.8,11.16,-1.36
444,Scotty Miller,All,1.9,3.31,-1.41
335,Kyler Murray,All,81.78,83.22,-1.44
353,Malik Nabers,All,60.1,61.55,-1.45
312,Keaton Mitchell,All,22.8,24.3,-1.5
333,Kyle Williams,All,20.8,22.32,-1.52
220,Jack Westover,All,0.0,1.53,-1.53
39,Benjamin Yurosek,All,1.5,3.04,-1.54
52,Brayden Willis,All,0.0,1.56,-1.56
434,Ross Dwelley,All,0.0,1.57,-1.57
384,Najee Harris,All,11.6,13.19,-1.59
321,Kenny Pickett,All,-0.68,0.95,-1.63
414,Raheem Mostert,All,24.5,26.18,-1.68
251,Jason Brownlee,All,0.0,1.73,-1.73
14,Alex Cappa,All,0.0,1.77,-1.77
346,Luke Wypler,All,0.0,1.77,-1.77
388,Nick Kallerup,All,0.0,1.78,-1.78
186,Garett Bolles,All,0.0,1.78,-1.78
40,Bernhard Raimann,All,0.0,1.8,-1.8
367,Matthew Golden,All,57.1,58.91,-1.81
485,Trent Sherfield,All,5.1,6.93,-1.83
351,Malik Davis,All,5.0,6.84,-1.84
189,George Holani,All,15.8,17.67,-1.87
395,Nyheim Hines,All,-0.2,1.69,-1.89
323,Kevin Austin,All,0.0,1.9,-1.9
174,Elijah Mitchell,All,0.0,1.9,-1.9
115,D'Andre Swift,All,145.3,147.21,-1.91
526,Xavier Smith,All,15.5,17.47,-1.97
17,Amar Johnson,All,0.8,2.86,-2.06
5,Adam Prentice,All,7.8,10.01,-2.21
86,Charlie Jones,All,0.0,2.25,-2.25
94,Chris Moore,All,36.1,38.37,-2.27
72,Cade Stover,All,6.2,8.51,-2.31
534,Zavier Scott,All,29.2,31.56,-2.36
175,Elijah Moore,All,28.6,30.97,-2.37
424,Ricky Pearsall,All,62.1,64.48,-2.38
452,Sterling Shepard,All,80.0,82.42,-2.42
370,Mecole Hardman,All,0.0,2.44,-2.44
455,Tahj Washington,All,1.1,3.58,-2.48
380,Mitch Trubisky,All,2.26,4.75,-2.49
460,Tanner McKee,All,-0.2,2.31,-2.51
329,Kyle Allen,All,-0.3,2.22,-2.52
236,Jalen Milroe,All,-0.6,1.95,-2.55
473,Tip Reiman,All,4.8,7.37,-2.57
60,British Brooks,All,1.5,4.08,-2.58
11,Alec Ingold,All,9.5,12.13,-2.63
466,Terrell Jennings,All,15.2,17.83,-2.63
374,Michael Penix Jr.,All,128.28,130.98,-2.7
148,Dee Eskridge,All,9.2,11.93,-2.73
51,Braxton Berrios,All,9.7,12.45,-2.75
270,Jimmy Horn,All,19.1,21.88,-2.78
192,Grant Calcaterra,All,9.8,12.6,-2.8
406,Payne Durham,All,0.0,2.8,-2.8
232,Jakobi Meyers,All,101.7,104.53,-2.83
494,Tucker Fisk,All,3.9,6.73,-2.83
185,Gardner Minshew,All,-0.6,2.25,-2.85
44,Blake Whiteheart,All,2.4,5.26,-2.86
334,Kylen Granson,All,4.0,6.86,-2.86
198,Harold Fannin,All,107.2,110.09,-2.89
45,Bo Melton,All,6.8,9.69,-2.89
341,Lucas Krull,All,3.5,6.41,-2.91
348,Mac Jones,All,147.14,150.05,-2.91
169,Dylan Laube,All,5.3,8.22,-2.92
446,Shedeur Sanders,All,13.74,16.68,-2.94
363,Mason Kinsey,All,2.4,5.36,-2.96
339,LeQuint Allen,All,18.1,21.08,-2.98
481,Trayveon Williams,All,0.9,3.9,-3.0
317,Kendre Miller,All,33.3,36.34,-3.04
131,Darius Slayton,All,59.6,62.65,-3.05
164,Drew Lock,All,0.1,3.15,-3.05
240,Jamari Thrash,All,20.7,23.78,-3.08
531,Zach Wilson,All,1.58,4.67,-3.09
454,Tahj Brooks,All,2.8,5.9,-3.1
33,Austin Trammell,All,7.6,10.71,-3.11
411,Quintin Morris,All,2.1,5.33,-3.23
15,Allen Lazard,All,19.4,22.64,-3.24
238,Jalen Tolbert,All,39.2,42.47,-3.27
274,John Bates,All,12.2,15.54,-3.34
182,Foster Moreau,All,5.5,8.92,-3.42
373,Michael Mayer,All,46.2,49.79,-3.59
140,David Sills,All,17.0,20.6,-3.6
116,D'Ernest Johnson,All,0.7,4.32,-3.62
166,Durham Smythe,All,3.2,6.82,-3.62
503,Tyler Goodson,All,4.0,7.63,-3.63
47,Braden Mann,All,-3.4,0.24,-3.64
293,Joshua Dobbs,All,0.08,3.73,-3.65
102,Clyde Edwards-Helaire,All,4.2,7.88,-3.68
124,Dameon Pierce,All,2.6,6.31,-3.71
74,Calvin Austin,All,65.8,69.56,-3.76
383,Mo Alie-Cox,All,10.9,14.74,-3.84
195,Greg Dulcich,All,16.9,20.75,-3.85
419,Rashod Bateman,All,49.4,53.36,-3.96
26,Anthony Richardson,All,2.16,6.15,-3.99
489,Trey Lance,All,4.44,8.51,-4.07
211,Isaiah Williams,All,11.6,15.74,-4.14
100,Christopher Brooks,All,17.0,21.22,-4.22
520,Will Shipley,All,11.3,15.53,-4.23
152,Derius Davis,All,0.8,5.04,-4.24
366,Mason Tipton,All,6.3,10.56,-4.26
486,Trevor Etienne,All,12.3,16.58,-4.28
332,Kyle Pitts,All,100.9,105.27,-4.37
155,Devin Duvernay,All,1.2,5.72,-4.52
252,Jauan Jennings,All,103.9,108.47,-4.57
427,Robbie Anderson,All,10.3,14.96,-4.66
533,Zamir White,All,7.4,12.11,-4.71
294,Joshua Palmer,All,45.2,50.0,-4.8
41,Bhayshul Tuten,All,63.6,68.59,-4.99
463,Teddy Bridgewater,All,2.88,8.07,-5.19
259,Jaydon Blue,All,8.0,13.46,-5.46
284,Jordan Whittington,All,31.9,37.37,-5.47
200,Hassan Haskins,All,8.3,13.78,-5.48
262,Jaylen Wright,All,5.9,11.38,-5.48
210,Isaiah Likely,All,25.8,31.35,-5.55
83,Cedric Tillman,All,46.4,52.05,-5.65
392,Noah Brown,All,6.6,12.3,-5.7
359,Marquez Valdes-Scantling,All,8.0,13.73,-5.73
376,Michael Wilson,All,112.4,118.33,-5.93
123,Dalton Schultz,All,107.7,113.65,-5.95
355,Malik Washington,All,75.2,81.16,-5.96
49,Brandin Cooks,All,35.5,41.49,-5.99
216,Ja'Tavion Sanders,All,42.6,48.64,-6.04
184,Gage Larvadain,All,4.5,10.6,-6.1
36,Beaux Collins,All,4.5,10.61,-6.11
279,Jonnu Smith,All,61.1,67.46,-6.36
31,Austin Ekeler,All,13.1,19.56,-6.46
525,Xavier Restrepo,All,4.6,11.13,-6.53
458,Tanner Conner,All,18.1,24.7,-6.6
311,KeAndre Lambert-Smith,All,1.1,7.91,-6.81
488,Trey Benson,All,35.4,42.27,-6.87
204,Hunter Renfrow,All,35.9,42.81,-6.91
105,Cole Kmet,All,42.5,49.41,-6.91
208,Isaiah Davis,All,42.5,49.58,-7.08
199,Harrison Bryant,All,2.7,9.86,-7.16
397,Ollie Gordon,All,43.4,50.6,-7.2
28,Arian Smith,All,11.8,19.07,-7.27
298,Julius Chestnut,All,3.9,11.24,-7.34
327,Kirk Cousins,All,25.86,33.2,-7.34
156,Devin Neal,All,24.5,32.07,-7.57
24,Andy Dalton,All,12.52,20.26,-7.74
527,Xavier Weaver,All,5.4,13.15,-7.75
340,Lil'Jordan Humphrey,All,9.5,17.35,-7.85
413,Rachaad White,All,109.2,117.09,-7.89
479,Travis Hunter,All,66.8,74.79,-7.99
326,Kimani Vidal,All,82.9,90.94,-8.04
513,Tyrod Taylor,All,44.94,53.0,-8.06
501,Tyler Badie,All,20.6,29.23,-8.63
142,Davis Mills,All,66.96,75.62,-8.66
75,Calvin Ridley,All,50.3,59.12,-8.82
214,JJ McCarthy,All,76.16,85.25,-9.09
117,DJ Giddens,All,6.6,15.75,-9.15
277,Johnny Mundt,All,17.5,26.74,-9.24
389,Nick Westbrook,All,19.9,29.18,-9.28
421,Ray-Ray McCloud,All,13.9,23.3,-9.4
365,Mason Taylor,All,74.7,84.34,-9.64
91,Chimere Dike,All,66.9,76.54,-9.64
492,Troy Franklin,All,132.8,142.6,-9.8
306,Kaleb Johnson,All,7.7,17.63,-9.93
154,Devaughn Vele,All,24.1,34.11,-10.01
302,Justin Jefferson,All,157.9,168.11,-10.21
82,Casey Washington,All,15.4,25.69,-10.29
35,Bam Knight,All,69.9,80.27,-10.37
420,Ray Davis,All,16.2,26.71,-10.51
435,Russell Wilson,All,55.84,66.58,-10.74
487,Trevor Lawrence,All,189.28,200.04,-10.76
401,Parker Washington,All,95.6,106.6,-11.0
151,Demarcus Robinson,All,31.3,42.41,-11.11
66,Bryce Young,All,156.04,167.21,-11.17
157,Devin Singletary,All,54.0,65.2,-11.2
418,Rashid Shaheed,All,117.1,128.41,-11.31
324,Khadarel Hodge,All,6.1,17.58,-11.48
372,Michael Carter,All,49.4,61.07,-11.67
58,Brian Robinson,All,51.1,63.01,-11.91
6,Adam Thielen,All,16.9,28.89,-11.99
95,Chris Olave,All,168.1,180.1,-12.0
180,Evan Engram,All,64.7,76.78,-12.08
21,Andrei Iosivas,All,62.1,74.24,-12.14
345,Luke Schoonmaker,All,14.3,26.64,-12.34
263,Jaylin Lane,All,38.2,50.67,-12.47
524,Xavier Legette,All,73.6,86.08,-12.48
159,Dillon Gabriel,All,72.08,84.72,-12.64
290,Josh Reynolds,All,23.1,35.77,-12.67
71,Cade Otton,All,81.2,94.18,-12.98
423,Rhamondre Stevenson,All,79.8,93.09,-13.29
517,Van Jefferson,All,44.0,57.33,-13.33
97,Christian Kirk,All,46.8,60.42,-13.62
378,Mike Gesicki,All,21.6,35.31,-13.71
50,Brashard Smith,All,43.8,58.02,-14.22
507,Tyler Lockett,All,42.9,57.68,-14.78
111,Cooper Rush,All,6.72,22.0,-15.28
92,Chris Godwin,All,14.1,29.54,-15.44
212,Isiah Pacheco,All,60.2,75.77,-15.57
239,Jalin Hyatt,All,8.5,24.07,-15.57
161,Dontayvion Wicks,All,41.3,56.98,-15.68
514,Tyrone Tracy,All,87.4,103.09,-15.69
521,Woody Marks,All,101.7,117.58,-15.88
394,Noah Gray,All,29.2,45.25,-16.05
167,Dyami Brown,All,49.5,65.68,-16.18
528,Xavier Worthy,All,78.3,94.5,-16.2
101,Chuba Hubbard,All,89.3,105.57,-16.27
462,Taysom Hill,All,18.46,35.0,-16.54
396,Olamide Zaccheaus,All,66.9,83.67,-16.77
59,Brian Thomas,All,85.6,104.47,-18.87
188,Geno Smith,All,148.68,168.38,-19.7
267,Jerome Ford,All,35.9,55.83,-19.93
387,Nick Chubb,All,73.3,93.38,-20.08
8,Adonai Mitchell,All,31.4,51.84,-20.44
89,Chase Brown,All,153.1,174.31,-21.21
377,Mike Evans,All,34.0,55.23,-21.23
508,Tyler Shough,All,44.46,65.86,-21.4
160,Dont'e Thornton,All,18.2,39.61,-21.41
475,Tony Pollard,All,105.0,126.87,-21.87
132,Darnell Mooney,All,54.8,77.69,-22.89
43,Blake Corum,All,46.1,70.53,-24.43
171,Elic Ayomanor,All,73.4,99.37,-25.97
207,Isaiah Bond,All,32.8,59.58,-26.78
272,Joe Flacco,All,164.14,191.91,-27.77
450,Spencer Rattler,All,106.14,136.41,-30.27
16,Alvin Kamara,All,102.7,138.48,-35.78
79,Cam Ward,All,122.0,172.44,-50.44
268,Jerry Jeudy,All,76.5,127.86,-51.36
